merchant,description,amount,timestamp,label
Flipkart,Flipkart online order 402,574.93,2025-05-08T00:19:00.536751,Shopping
Dominos,Dominos Pizza restaurant,829.21,2025-09-01T16:39:02.536751,Food
Flipkart,Flipkart PAYMENT,631.89,2025-09-26T22:10:15.536751,Shopping
Swiggy,Swiggy.com purchase,1982.03,2025-06-22T13:22:55.536751,Food
Dominos,Dominos - Pizza restaurant Store #6214,4226.43,2024-12-02T11:09:05.536751,Food
Uber,Uber online order 901,3801.79,2025-06-26T04:58:16.536751,Travel
HP Petrol,HP Petrol POS 868,2501.39,2025-10-13T04:33:34.536751,Fuel
Zomato,Zomato PAYMENT,3122.56,2025-01-23T00:23:45.536751,Food
Netflix,Netflix POS 200,2567.07,2025-09-04T23:14:59.536751,Entertainment
Walmart,Walmart online order 774,2926.62,2025-07-03T05:58:11.536751,Groceries
Netflix,Netflix Streaming subscription,635.64,2025-06-25T03:59:50.536751,Entertainment
BigBasket,BigBasket online order 855,2686.77,2025-03-07T15:30:36.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,3494.94,2024-11-24T15:13:45.536751,Shopping
Flipkart,Flipkart.com purchase,2839.98,2025-06-07T09:06:46.536751,Shopping
Netflix,Netflix - Streaming subscription Store #405,4906.44,2025-08-04T13:30:24.536751,Entertainment
Netflix,Netflix Streaming subscription,3371.03,2025-03-06T12:48:29.536751,Entertainment
Walmart,Walmart - Grocery store Store #1530,1700.71,2025-05-29T09:45:53.536751,Groceries
Swiggy,Swiggy online order 994,4267.5,2025-04-03T02:01:05.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #9832,3337.6,2025-05-21T10:00:31.536751,Shopping
Starbucks,Starbucks PAYMENT,164.58,2025-10-23T03:27:55.536751,Food
Uber,Uber Cab ride,2776.46,2025-02-17T21:01:44.536751,Travel
Starbucks,Starbucks PAYMENT,412.23,2025-04-18T01:11:26.536751,Food
Zomato,Zomato Food delivery,1285.58,2025-02-02T04:46:23.536751,Food
BigBasket,BigBasket.com purchase,1231.34,2025-04-29T09:04:48.536751,Groceries
Netflix,Netflix online order 325,2478.33,2024-12-09T23:51:54.536751,Entertainment
HP Petrol,HP Petrol.com purchase,443.53,2024-11-22T09:19:25.536751,Fuel
Netflix,Netflix - Streaming subscription Store #8632,1879.55,2025-03-01T17:24:07.536751,Entertainment
Zomato,Zomato POS 762,3704.25,2024-12-04T02:59:05.536751,Food
Amazon,Amazon online order 417,2943.52,2025-11-16T22:01:02.536751,Shopping
Walmart,Walmart Grocery store,2368.11,2025-08-17T03:33:59.536751,Groceries
Uber,Uber online order 627,3958.02,2025-09-27T09:19:19.536751,Travel
Uber,Uber PAYMENT,187.55,2024-12-30T23:38:29.536751,Travel
Amazon,Amazon PAYMENT,1181.85,2025-01-15T05:20:17.536751,Shopping
Swiggy,Swiggy - Food delivery Store #8034,4592.1,2025-07-07T15:16:15.536751,Food
Paytm Mall,Paytm Mall.com purchase,1542.18,2025-04-04T06:27:13.536751,Shopping
Zomato,Zomato POS 591,4941.19,2025-02-24T01:09:15.536751,Food
Amazon,Amazon online order 20,2792.12,2025-03-18T04:58:41.536751,Shopping
Uber,Uber POS 261,1494.73,2025-01-13T17:02:59.536751,Travel
Amazon,Amazon Online shopping,4064.3,2025-03-21T18:46:03.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #4530,2076.12,2025-10-30T05:13:49.536751,Food
BigBasket,BigBasket - Grocery order Store #6897,2380.11,2025-11-19T07:35:27.536751,Groceries
Shell,Shell - Fuel station Store #544,485.44,2024-12-17T05:02:42.536751,Fuel
Amazon,Amazon online order 409,4662.56,2025-10-09T15:28:26.536751,Shopping
Walmart,Walmart.com purchase,2671.7,2025-07-28T10:05:19.536751,Groceries
Uber,Uber Cab ride,1337.34,2025-09-14T18:48:58.536751,Travel
Dominos,Dominos - Pizza restaurant Store #4949,28.86,2025-01-23T20:40:43.536751,Food
Swiggy,Swiggy.com purchase,543.74,2025-10-26T17:48:06.536751,Food
Walmart,Walmart PAYMENT,3368.67,2025-10-23T15:19:01.536751,Groceries
BigBasket,BigBasket - Grocery order Store #8466,929.2,2025-07-08T04:00:33.536751,Groceries
Zomato,Zomato PAYMENT,4774.6,2025-09-07T18:03:12.536751,Food
BigBasket,BigBasket - Grocery order Store #8661,3032.63,2025-10-20T13:08:22.536751,Groceries
Swiggy,Swiggy POS 405,516.09,2025-09-02T13:23:41.536751,Food
Netflix,Netflix PAYMENT,2308.01,2025-03-13T02:00:50.536751,Entertainment
HP Petrol,HP Petrol PAYMENT,4557.61,2025-10-14T22:45:27.536751,Fuel
Shell,Shell - Fuel station Store #7884,2206.87,2025-06-12T18:46:14.536751,Fuel
Uber,Uber - Cab ride Store #9072,2025.75,2025-05-27T16:21:28.536751,Travel
Netflix,Netflix - Streaming subscription Store #2192,304.38,2025-11-14T02:15:21.536751,Entertainment
Shell,Shell online order 105,629.51,2025-08-17T17:26:49.536751,Fuel
Netflix,Netflix PAYMENT,3199.07,2025-02-11T03:00:55.536751,Entertainment
Amazon,Amazon.com purchase,1968.76,2025-09-22T06:08:51.536751,Shopping
BigBasket,BigBasket Grocery order,2425.07,2025-01-09T04:58:32.536751,Groceries
Dominos,Dominos POS 460,1933.54,2025-04-08T16:27:15.536751,Food
BigBasket,BigBasket - Grocery order Store #8020,4282.67,2025-08-12T18:19:58.536751,Groceries
Zomato,Zomato online order 362,4239.8,2025-07-14T15:28:42.536751,Food
Shell,Shell online order 315,1850.15,2025-07-15T01:32:13.536751,Fuel
Starbucks,Starbucks online order 550,2977.05,2025-02-11T17:45:24.536751,Food
Shell,Shell POS 950,4320.56,2024-12-25T19:52:54.536751,Fuel
Starbucks,Starbucks online order 360,4855.97,2025-05-14T01:13:06.536751,Food
Swiggy,Swiggy.com purchase,304.05,2025-09-23T02:01:44.536751,Food
Shell,Shell.com purchase,4596.47,2024-12-31T14:44:41.536751,Fuel
Amazon,Amazon - Online shopping Store #7464,413.38,2024-12-08T18:37:37.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #8765,1374.71,2025-11-18T11:09:27.536751,Food
Dominos,Dominos.com purchase,438.79,2025-06-28T22:27:39.536751,Food
Shell,Shell POS 749,1388.31,2025-09-11T22:27:15.536751,Fuel
Dominos,Dominos Pizza restaurant,277.78,2024-12-13T23:09:16.536751,Food
Walmart,Walmart PAYMENT,125.58,2025-08-04T01:07:43.536751,Groceries
Uber,Uber online order 520,1678.85,2025-08-11T06:12:32.536751,Travel
HP Petrol,HP Petrol Fuel station,1354.61,2024-12-25T00:32:46.536751,Fuel
Flipkart,Flipkart online order 725,4817.5,2025-04-07T02:48:58.536751,Shopping
Amazon,Amazon Online shopping,4990.29,2024-11-28T13:41:07.536751,Shopping
Zomato,Zomato.com purchase,565.36,2025-02-09T10:06:20.536751,Food
Uber,Uber PAYMENT,4612.65,2025-09-01T05:50:35.536751,Travel
Flipkart,Flipkart PAYMENT,2628.68,2025-09-20T10:09:03.536751,Shopping
Walmart,Walmart POS 803,3336.05,2025-09-15T20:44:10.536751,Groceries
Amazon,Amazon - Online shopping Store #4004,576.85,2025-09-05T11:13:25.536751,Shopping
HP Petrol,HP Petrol.com purchase,509.75,2024-12-04T10:41:17.536751,Fuel
Flipkart,Flipkart.com purchase,1800.6,2025-09-09T21:25:09.536751,Shopping
BigBasket,BigBasket Grocery order,2752.33,2024-11-25T02:43:52.536751,Groceries
Flipkart,Flipkart PAYMENT,1544.75,2025-01-23T12:52:10.536751,Shopping
Shell,Shell PAYMENT,4925.07,2025-10-19T11:45:50.536751,Fuel
Paytm Mall,Paytm Mall PAYMENT,1897.46,2024-12-25T11:54:06.536751,Shopping
HP Petrol,HP Petrol.com purchase,1168.18,2025-11-04T10:22:46.536751,Fuel
BigBasket,BigBasket PAYMENT,940.86,2024-11-29T02:31:09.536751,Groceries
Swiggy,Swiggy.com purchase,983.99,2024-12-26T17:42:25.536751,Food
HP Petrol,HP Petrol - Fuel station Store #847,4056.91,2025-09-19T08:09:07.536751,Fuel
Paytm Mall,Paytm Mall.com purchase,3408.82,2025-01-24T22:39:45.536751,Shopping
Uber,Uber POS 451,1766.92,2025-03-05T05:14:46.536751,Travel
Paytm Mall,Paytm Mall POS 949,1609.06,2025-04-23T04:31:17.536751,Shopping
Flipkart,Flipkart.com purchase,491.02,2025-05-02T16:43:16.536751,Shopping
Flipkart,Flipkart POS 190,3503.72,2024-11-23T16:31:25.536751,Shopping
BigBasket,BigBasket Grocery order,4057.26,2025-09-10T17:34:13.536751,Groceries
Netflix,Netflix Streaming subscription,1304.29,2025-02-11T19:33:19.536751,Entertainment
Flipkart,Flipkart POS 158,4887.99,2025-02-22T19:10:28.536751,Shopping
Shell,Shell POS 726,2719.42,2025-02-10T08:46:55.536751,Fuel
Walmart,Walmart online order 91,3673.85,2025-09-20T12:05:57.536751,Groceries
Netflix,Netflix - Streaming subscription Store #6492,919.46,2025-11-09T12:27:39.536751,Entertainment
Netflix,Netflix PAYMENT,2148.29,2025-08-18T17:52:21.536751,Entertainment
Shell,Shell - Fuel station Store #8542,1490.35,2025-11-01T04:04:57.536751,Fuel
Uber,Uber Cab ride,3574.42,2025-10-01T17:12:26.536751,Travel
BigBasket,BigBasket POS 857,553.3,2025-07-25T10:42:00.536751,Groceries
Zomato,Zomato POS 195,4790.35,2025-09-16T22:28:46.536751,Food
Flipkart,Flipkart.com purchase,982.27,2024-12-16T15:07:45.536751,Shopping
Walmart,Walmart POS 733,4746.08,2025-05-16T19:22:20.536751,Groceries
Netflix,Netflix.com purchase,436.27,2024-12-10T09:32:55.536751,Entertainment
Zomato,Zomato online order 2,1025.53,2025-10-11T17:05:20.536751,Food
Flipkart,Flipkart PAYMENT,651.91,2024-11-29T20:13:46.536751,Shopping
Uber,Uber POS 484,3249.99,2025-06-03T03:30:25.536751,Travel
Walmart,Walmart - Grocery store Store #2017,2641.61,2025-05-17T05:49:31.536751,Groceries
Amazon,Amazon.com purchase,4319.34,2025-04-06T03:21:39.536751,Shopping
Paytm Mall,Paytm Mall - Online shopping Store #6992,2982.52,2025-01-11T01:39:34.536751,Shopping
Dominos,Dominos PAYMENT,1166.34,2025-05-28T06:34:34.536751,Food
BigBasket,BigBasket.com purchase,4206.48,2025-10-19T03:00:47.536751,Groceries
Amazon,Amazon - Online shopping Store #1491,596.83,2025-04-25T08:09:59.536751,Shopping
Zomato,Zomato POS 341,2569.75,2025-06-20T07:55:01.536751,Food
HP Petrol,HP Petrol online order 442,3557.5,2025-06-03T11:25:36.536751,Fuel
Walmart,Walmart.com purchase,765.11,2025-10-26T02:35:40.536751,Groceries
HP Petrol,HP Petrol.com purchase,595.28,2025-05-16T17:00:04.536751,Fuel
Walmart,Walmart POS 326,905.47,2025-10-21T17:21:43.536751,Groceries
Zomato,Zomato Food delivery,1215.83,2025-09-16T09:58:06.536751,Food
Uber,Uber.com purchase,2582.19,2025-08-12T13:28:22.536751,Travel
Paytm Mall,Paytm Mall online order 279,2109.23,2025-05-30T19:38:10.536751,Shopping
HP Petrol,HP Petrol - Fuel station Store #7905,4621.54,2024-11-25T23:13:46.536751,Fuel
Netflix,Netflix Streaming subscription,1541.43,2025-03-12T18:40:58.536751,Entertainment
HP Petrol,HP Petrol Fuel station,1884.31,2025-04-14T12:12:14.536751,Fuel
Netflix,Netflix - Streaming subscription Store #9233,3367.26,2025-11-18T06:13:59.536751,Entertainment
Amazon,Amazon POS 225,1196.3,2024-12-30T03:07:47.536751,Shopping
Flipkart,Flipkart online order 267,1474.59,2025-01-12T04:13:38.536751,Shopping
Starbucks,Starbucks PAYMENT,2917.42,2025-06-07T16:03:33.536751,Food
Amazon,Amazon online order 355,292.25,2025-07-26T20:10:42.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #8027,1922.33,2025-01-16T00:15:18.536751,Food
Paytm Mall,Paytm Mall POS 592,2590.13,2025-11-14T00:41:45.536751,Shopping
HP Petrol,HP Petrol Fuel station,1766.27,2025-03-17T01:27:38.536751,Fuel
BigBasket,BigBasket PAYMENT,1148.75,2025-10-08T21:58:43.536751,Groceries
Starbucks,Starbucks POS 779,2950.06,2025-08-13T15:27:21.536751,Food
BigBasket,BigBasket PAYMENT,4320.34,2025-05-21T06:45:29.536751,Groceries
Flipkart,Flipkart online order 679,937.4,2025-03-25T08:54:19.536751,Shopping
Shell,Shell PAYMENT,98.73,2025-01-06T10:55:32.536751,Fuel
Amazon,Amazon POS 735,2101.73,2025-10-11T02:50:36.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,3836.78,2025-06-17T02:40:27.536751,Shopping
Amazon,Amazon POS 247,2384.58,2025-03-26T12:27:20.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,734.05,2025-04-24T17:30:25.536751,Shopping
HP Petrol,HP Petrol - Fuel station Store #6385,1271.68,2024-11-26T23:10:20.536751,Fuel
HP Petrol,HP Petrol POS 122,3597.34,2025-02-25T20:54:18.536751,Fuel
Swiggy,Swiggy - Food delivery Store #5651,4756.93,2025-08-24T13:37:35.536751,Food
Uber,Uber PAYMENT,4031.69,2025-11-01T02:53:13.536751,Travel
HP Petrol,HP Petrol PAYMENT,2049.08,2025-09-06T03:42:27.536751,Fuel
Walmart,Walmart PAYMENT,3719.53,2025-02-09T20:33:33.536751,Groceries
Shell,Shell - Fuel station Store #7179,2005.54,2025-09-18T02:41:26.536751,Fuel
Netflix,Netflix - Streaming subscription Store #965,1661.07,2025-02-06T04:31:16.536751,Entertainment
Starbucks,Starbucks Coffee and snacks,2549.47,2025-01-27T10:36:21.536751,Food
Amazon,Amazon PAYMENT,1164.71,2025-08-07T13:56:10.536751,Shopping
Uber,Uber POS 876,549.88,2025-09-16T20:22:27.536751,Travel
Paytm Mall,Paytm Mall - Online shopping Store #593,1377.0,2025-01-17T03:28:31.536751,Shopping
Netflix,Netflix.com purchase,4103.4,2025-10-14T00:02:24.536751,Entertainment
BigBasket,BigBasket POS 388,2933.47,2025-04-22T04:29:04.536751,Groceries
Netflix,Netflix PAYMENT,3219.34,2025-09-01T22:54:01.536751,Entertainment
BigBasket,BigBasket PAYMENT,1678.16,2025-02-28T19:33:16.536751,Groceries
HP Petrol,HP Petrol.com purchase,727.04,2025-05-10T02:19:36.536751,Fuel
Dominos,Dominos.com purchase,4410.94,2025-07-28T13:47:38.536751,Food
Netflix,Netflix online order 277,617.05,2025-03-25T00:33:02.536751,Entertainment
HP Petrol,HP Petrol PAYMENT,447.6,2025-08-28T06:46:37.536751,Fuel
Netflix,Netflix PAYMENT,4063.91,2025-10-22T07:34:13.536751,Entertainment
Walmart,Walmart online order 907,2352.94,2025-08-18T01:25:36.536751,Groceries
Swiggy,Swiggy - Food delivery Store #8050,3555.23,2025-06-16T12:22:39.536751,Food
Starbucks,Starbucks PAYMENT,4824.57,2025-05-16T15:43:10.536751,Food
Shell,Shell.com purchase,4544.6,2025-02-27T07:02:02.536751,Fuel
Amazon,Amazon online order 685,4264.2,2025-08-25T06:08:57.536751,Shopping
Zomato,Zomato online order 556,732.44,2025-05-07T00:41:26.536751,Food
Amazon,Amazon Online shopping,4681.58,2025-06-11T23:50:45.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #753,3763.32,2025-11-14T05:10:16.536751,Food
Walmart,Walmart POS 981,2412.83,2024-12-30T05:08:50.536751,Groceries
Dominos,Dominos PAYMENT,676.38,2025-04-05T15:03:45.536751,Food
Shell,Shell - Fuel station Store #4967,2038.5,2025-09-01T20:46:39.536751,Fuel
Flipkart,Flipkart PAYMENT,592.64,2025-06-02T23:32:53.536751,Shopping
Netflix,Netflix - Streaming subscription Store #5915,3187.53,2025-07-31T10:31:39.536751,Entertainment
Uber,Uber PAYMENT,136.96,2025-01-25T08:46:42.536751,Travel
Flipkart,Flipkart online order 320,3103.05,2025-05-21T19:49:02.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,2591.98,2025-11-19T08:18:22.536751,Shopping
Amazon,Amazon - Online shopping Store #4442,1552.19,2025-07-31T15:51:34.536751,Shopping
Flipkart,Flipkart PAYMENT,3654.01,2025-05-19T11:13:37.536751,Shopping
Zomato,Zomato Food delivery,987.34,2025-03-26T07:55:01.536751,Food
Swiggy,Swiggy online order 253,4159.94,2025-01-18T05:10:29.536751,Food
Starbucks,Starbucks PAYMENT,2566.59,2025-07-07T00:32:19.536751,Food
Amazon,Amazon.com purchase,3365.06,2025-05-09T00:35:18.536751,Shopping
Zomato,Zomato - Food delivery Store #1369,1215.15,2025-07-25T12:27:14.536751,Food
Zomato,Zomato Food delivery,3680.88,2025-03-18T04:55:28.536751,Food
Dominos,Dominos PAYMENT,3575.28,2025-05-12T12:49:57.536751,Food
Uber,Uber POS 633,2788.54,2025-09-21T08:42:18.536751,Travel
Uber,Uber.com purchase,4353.4,2024-12-18T11:00:44.536751,Travel
Uber,Uber.com purchase,2176.56,2025-09-25T16:30:53.536751,Travel
Walmart,Walmart online order 958,4730.01,2025-05-07T17:05:15.536751,Groceries
Starbucks,Starbucks.com purchase,383.19,2025-07-01T08:52:48.536751,Food
Netflix,Netflix online order 141,3019.35,2025-08-31T12:27:42.536751,Entertainment
Starbucks,Starbucks online order 742,523.25,2025-08-27T02:29:48.536751,Food
Netflix,Netflix.com purchase,3446.77,2025-08-28T22:14:59.536751,Entertainment
Amazon,Amazon.com purchase,2212.59,2025-08-02T05:26:09.536751,Shopping
Zomato,Zomato Food delivery,3275.39,2025-03-11T12:51:34.536751,Food
BigBasket,BigBasket online order 658,1291.68,2025-03-22T03:27:09.536751,Groceries
Netflix,Netflix.com purchase,3621.27,2025-09-06T08:10:13.536751,Entertainment
Uber,Uber PAYMENT,4516.28,2025-09-19T00:49:49.536751,Travel
Uber,Uber Cab ride,2241.26,2025-02-06T16:28:20.536751,Travel
Flipkart,Flipkart - Online shopping Store #7748,3427.23,2025-06-17T01:26:56.536751,Shopping
Uber,Uber Cab ride,2052.45,2024-12-23T06:31:36.536751,Travel
Shell,Shell POS 715,313.32,2025-09-27T02:25:10.536751,Fuel
HP Petrol,HP Petrol PAYMENT,776.34,2025-06-10T21:54:11.536751,Fuel
Paytm Mall,Paytm Mall - Online shopping Store #6835,4558.34,2025-03-29T17:07:43.536751,Shopping
Shell,Shell Fuel station,2889.03,2025-03-30T01:24:57.536751,Fuel
Dominos,Dominos Pizza restaurant,4231.64,2025-01-28T14:28:17.536751,Food
Shell,Shell online order 46,3378.9,2025-04-27T03:56:22.536751,Fuel
Walmart,Walmart online order 629,2884.89,2025-04-09T02:37:28.536751,Groceries
Swiggy,Swiggy PAYMENT,1109.71,2025-03-09T23:11:14.536751,Food
Dominos,Dominos online order 236,1880.61,2025-01-22T21:49:22.536751,Food
Uber,Uber.com purchase,4261.59,2025-01-29T17:04:25.536751,Travel
Walmart,Walmart POS 300,1161.26,2025-08-15T05:33:46.536751,Groceries
Uber,Uber PAYMENT,2382.83,2025-10-29T20:15:02.536751,Travel
Swiggy,Swiggy POS 235,1118.09,2025-09-01T08:09:22.536751,Food
Swiggy,Swiggy POS 582,3970.63,2025-05-22T01:37:03.536751,Food
BigBasket,BigBasket - Grocery order Store #6115,621.89,2024-12-29T20:48:27.536751,Groceries
Flipkart,Flipkart Online shopping,4548.49,2025-02-27T09:40:00.536751,Shopping
BigBasket,BigBasket - Grocery order Store #2892,4094.05,2025-02-16T16:56:37.536751,Groceries
Starbucks,Starbucks POS 552,2341.24,2025-03-11T22:29:34.536751,Food
HP Petrol,HP Petrol - Fuel station Store #3261,115.81,2024-12-30T07:28:52.536751,Fuel
Flipkart,Flipkart.com purchase,2190.9,2025-11-12T12:34:34.536751,Shopping
Starbucks,Starbucks POS 754,3290.6,2025-08-24T08:57:52.536751,Food
Zomato,Zomato Food delivery,3406.46,2025-11-01T20:30:50.536751,Food
Netflix,Netflix online order 444,4493.94,2025-11-18T05:29:50.536751,Entertainment
HP Petrol,HP Petrol online order 850,4605.07,2025-01-29T01:24:56.536751,Fuel
Flipkart,Flipkart online order 704,1672.79,2025-11-18T14:36:09.536751,Shopping
Netflix,Netflix POS 722,376.9,2025-06-28T08:00:55.536751,Entertainment
Netflix,Netflix online order 884,1357.54,2024-12-28T10:37:09.536751,Entertainment
Walmart,Walmart PAYMENT,203.13,2025-05-10T02:40:57.536751,Groceries
BigBasket,BigBasket PAYMENT,689.58,2025-06-27T18:18:15.536751,Groceries
Paytm Mall,Paytm Mall online order 340,1680.62,2025-09-03T22:30:13.536751,Shopping
Shell,Shell.com purchase,2655.42,2025-10-07T23:57:47.536751,Fuel
HP Petrol,HP Petrol.com purchase,4075.02,2025-10-19T06:01:17.536751,Fuel
Zomato,Zomato online order 391,4197.66,2025-08-06T21:34:10.536751,Food
Swiggy,Swiggy - Food delivery Store #4374,3127.27,2025-07-24T13:00:20.536751,Food
Paytm Mall,Paytm Mall online order 31,4099.76,2025-05-06T09:26:54.536751,Shopping
Uber,Uber - Cab ride Store #6324,1101.33,2025-09-15T05:59:12.536751,Travel
Amazon,Amazon.com purchase,3439.06,2025-10-22T03:30:00.536751,Shopping
Starbucks,Starbucks POS 605,4821.62,2025-04-22T10:14:08.536751,Food
Shell,Shell online order 427,4619.44,2025-09-19T10:07:42.536751,Fuel
BigBasket,BigBasket PAYMENT,628.61,2025-05-08T09:38:52.536751,Groceries
Dominos,Dominos Pizza restaurant,3091.23,2025-06-28T10:25:16.536751,Food
Zomato,Zomato PAYMENT,3445.84,2025-02-27T10:39:33.536751,Food
Uber,Uber - Cab ride Store #5322,1342.86,2024-12-12T22:34:05.536751,Travel
Zomato,Zomato Food delivery,2527.88,2025-02-16T10:48:25.536751,Food
Uber,Uber Cab ride,2642.89,2025-09-05T02:57:03.536751,Travel
Flipkart,Flipkart.com purchase,1421.97,2025-09-18T02:15:11.536751,Shopping
Paytm Mall,Paytm Mall PAYMENT,3924.33,2025-04-03T18:35:13.536751,Shopping
Dominos,Dominos.com purchase,388.66,2025-08-12T08:27:46.536751,Food
Flipkart,Flipkart.com purchase,1482.1,2025-03-02T16:06:37.536751,Shopping
Flipkart,Flipkart Online shopping,390.06,2025-09-29T10:49:41.536751,Shopping
BigBasket,BigBasket - Grocery order Store #8433,3728.36,2024-12-03T06:50:42.536751,Groceries
BigBasket,BigBasket PAYMENT,1235.25,2025-09-25T08:19:30.536751,Groceries
Flipkart,Flipkart POS 227,2947.68,2025-03-05T14:04:36.536751,Shopping
Zomato,Zomato - Food delivery Store #7763,92.15,2025-06-10T12:54:20.536751,Food
Netflix,Netflix - Streaming subscription Store #8761,3592.18,2025-08-19T02:22:51.536751,Entertainment
Swiggy,Swiggy PAYMENT,4087.29,2024-11-22T11:53:56.536751,Food
Dominos,Dominos PAYMENT,2452.92,2024-12-21T23:09:35.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #6073,2877.29,2025-09-27T02:45:31.536751,Shopping
Amazon,Amazon POS 774,4522.89,2025-03-28T05:03:59.536751,Shopping
Shell,Shell PAYMENT,2088.37,2025-06-14T02:57:59.536751,Fuel
Amazon,Amazon online order 589,4909.78,2024-12-19T03:53:21.536751,Shopping
Starbucks,Starbucks online order 540,2898.31,2025-08-01T15:51:01.536751,Food
Dominos,Dominos - Pizza restaurant Store #1965,21.19,2024-12-15T02:23:16.536751,Food
Paytm Mall,Paytm Mall online order 152,4261.25,2025-01-03T16:22:24.536751,Shopping
BigBasket,BigBasket POS 533,2238.65,2024-12-05T21:54:17.536751,Groceries
Walmart,Walmart Grocery store,4371.44,2025-07-08T08:57:17.536751,Groceries
Starbucks,Starbucks online order 197,3458.29,2025-04-02T03:01:58.536751,Food
Amazon,Amazon Online shopping,940.5,2024-11-23T13:12:19.536751,Shopping
BigBasket,BigBasket online order 357,567.85,2025-09-22T11:10:32.536751,Groceries
Flipkart,Flipkart online order 912,1430.3,2025-04-26T13:46:54.536751,Shopping
Swiggy,Swiggy - Food delivery Store #5455,380.45,2025-10-25T00:05:32.536751,Food
Uber,Uber - Cab ride Store #2273,2647.2,2025-01-25T21:38:07.536751,Travel
Amazon,Amazon Online shopping,2521.57,2025-11-07T02:42:35.536751,Shopping
Dominos,Dominos Pizza restaurant,1078.65,2025-05-21T23:02:05.536751,Food
Starbucks,Starbucks online order 445,2414.69,2025-09-30T23:59:48.536751,Food
Walmart,Walmart POS 598,4909.52,2025-10-01T19:28:53.536751,Groceries
Zomato,Zomato online order 968,2400.11,2025-11-13T13:54:05.536751,Food
Netflix,Netflix POS 735,4341.31,2025-03-01T18:40:07.536751,Entertainment
Dominos,Dominos PAYMENT,99.8,2025-11-19T15:55:31.536751,Food
Dominos,Dominos.com purchase,346.35,2025-05-14T13:58:27.536751,Food
Starbucks,Starbucks.com purchase,2077.46,2024-12-20T23:03:06.536751,Food
Amazon,Amazon - Online shopping Store #7076,2418.29,2025-11-08T06:12:33.536751,Shopping
Swiggy,Swiggy - Food delivery Store #7654,2814.84,2025-09-26T04:47:34.536751,Food
Netflix,Netflix PAYMENT,592.17,2025-08-09T17:48:16.536751,Entertainment
Dominos,Dominos.com purchase,1175.09,2025-10-27T03:13:33.536751,Food
Dominos,Dominos online order 121,2974.48,2025-01-16T09:08:13.536751,Food
Starbucks,Starbucks POS 608,218.73,2025-02-11T07:38:48.536751,Food
Swiggy,Swiggy Food delivery,837.88,2025-06-29T12:39:46.536751,Food
HP Petrol,HP Petrol PAYMENT,574.93,2025-04-07T20:15:21.536751,Fuel
HP Petrol,HP Petrol Fuel station,680.69,2025-07-09T18:51:16.536751,Fuel
Uber,Uber.com purchase,2071.9,2025-08-24T12:55:39.536751,Travel
Swiggy,Swiggy - Food delivery Store #6018,859.38,2025-06-06T14:02:44.536751,Food
Uber,Uber.com purchase,4566.42,2025-10-25T22:34:54.536751,Travel
Flipkart,Flipkart PAYMENT,4895.06,2025-07-09T04:11:09.536751,Shopping
BigBasket,BigBasket - Grocery order Store #7545,3903.35,2025-04-29T14:42:10.536751,Groceries
Amazon,Amazon POS 764,159.2,2025-09-26T11:22:56.536751,Shopping
Flipkart,Flipkart POS 239,1550.24,2025-03-23T23:45:21.536751,Shopping
Swiggy,Swiggy online order 245,387.97,2025-04-10T16:21:26.536751,Food
Shell,Shell - Fuel station Store #2664,1630.92,2025-08-25T13:01:08.536751,Fuel
HP Petrol,HP Petrol PAYMENT,4804.42,2025-07-05T16:51:09.536751,Fuel
HP Petrol,HP Petrol online order 310,3723.94,2025-07-03T02:41:31.536751,Fuel
Amazon,Amazon POS 327,1202.66,2025-01-20T05:00:58.536751,Shopping
Shell,Shell.com purchase,2665.88,2025-02-26T09:19:17.536751,Fuel
HP Petrol,HP Petrol - Fuel station Store #718,4344.73,2024-12-27T14:53:43.536751,Fuel
Flipkart,Flipkart.com purchase,1884.66,2025-07-21T11:24:26.536751,Shopping
Paytm Mall,Paytm Mall PAYMENT,1912.51,2025-05-01T22:12:27.536751,Shopping
Flipkart,Flipkart PAYMENT,3170.95,2024-12-11T16:27:20.536751,Shopping
Amazon,Amazon - Online shopping Store #2980,3911.36,2025-10-09T09:49:39.536751,Shopping
Zomato,Zomato PAYMENT,4106.62,2025-03-09T10:33:02.536751,Food
Shell,Shell online order 477,2328.13,2025-06-18T19:04:24.536751,Fuel
Dominos,Dominos.com purchase,1795.3,2025-09-25T07:00:09.536751,Food
Walmart,Walmart Grocery store,3776.03,2025-03-22T02:08:20.536751,Groceries
Swiggy,Swiggy Food delivery,4347.0,2025-10-21T02:47:34.536751,Food
Starbucks,Starbucks PAYMENT,2371.81,2025-10-24T03:00:36.536751,Food
Zomato,Zomato.com purchase,1653.66,2025-06-15T21:57:56.536751,Food
Dominos,Dominos.com purchase,2952.39,2025-04-05T06:26:49.536751,Food
Flipkart,Flipkart.com purchase,3514.82,2025-11-17T20:03:36.536751,Shopping
